email,label,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=zescovlus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=zbbxhjcus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=sghrimaus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=oysrjawus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=hgydxgbus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=hduxqqtus.battle.net/d3/en/index,1,,,,,,,,,,,,,
'mefosun.com/js/index.htm?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',1,,,,,,,,,,,,,
'esxcc.com/js/index.htm?ref=http\%3A\%2F\%2Fbkuqcwyus.battle.net\%2Fd3\%2Fen\%2Findex',1,,,,,,,,,,,,,
dbshifu.com/js/index.htm?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
bit.ly/SvmZA5,1,,,,,,,,,,,,,
www.xlxn.net/js/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?app=com-d3&amp;ref=rmqimnkus.battle.net/d3/en/index,1,,,,,,,,,,,,,
vinoscalyptra.cl/paypal/paypal/update/com/,1,,,,,,,,,,,,,
www.anita-gd.com/images/?app=com-d3&amp;ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
'118bm.com/images/?app=com-d3&amp;ref=http\%3A\%2F\%2Fbmtlzkhus.battle.net\%2Fd3\%2Fen\%2Findex',1,,,,,,,,,,,,,
118bm.com/images/?????????????????...&amp;app=com-d3,1,,,,,,,,,,,,,
www.emailformwizard.com/form.php?id=130541,1,,,,,,,,,,,,,
webnserv.com/templates/atomic/aol.com.htm,1,,,,,,,,,,,,,
matchprof3.site40.net/profile/us.match.com-login.php,1,,,,,,,,,,,,,
www.greencrops.in/plugins/authentication/_/www.bb.com.br/,1,,,,,,,,,,,,,
www.lovisun.com/shop/vodafone_online-update.html,1,,,,,,,,,,,,,
tsmsac.com/modules/www.santander.co.uk/santanderupdate/retail.santander.co.uk/BtoChannelDriver.ssobtodse_operationName=LOGON.htm,1,,,,,,,,,,,,,
www.cpicorona.es/file/,1,,,,,,,,,,,,,
www.cpicorona.es/file,1,,,,,,,,,,,,,
verified-team.vbv-verifiedbyvisa-mastercard.com/,1,,,,,,,,,,,,,
www.terrenecraft.com/redirect.php,1,,,,,,,,,,,,,
desdeelmar.com.ar/wp-content/themes/Glow/temp/dataweb/,1,,,,,,,,,,,,,
x0shop.com/images?us.battle.net/login/en/?ref=kwoyldwus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
adisurya.com/isihat/wp-includes/js/jquery/viewtradeorder.htm,1,,,,,,,,,,,,,
apartamentoenbenalmadena.com/wp-includes/images/OnlineTTcopy.htm,1,,,,,,,,,,,,,
www.k-demy.org/tmp,1,,,,,,,,,,,,,
ok.qqus.asia/m=weblogin/loginform.html,1,,,,,,,,,,,,,
secure.runescape.com.oous.asia/m=weblogin/index.htm,1,,,,,,,,,,,,,
secure.runescape.com.oous.asia/m=weblogin/loginform.html,1,,,,,,,,,,,,,
us.battle.net.oous.asia/login/en/,1,,,,,,,,,,,,,
www.vicktailor.jp/wp-content/pdo/property/remax/index.htm,1,,,,,,,,,,,,,
'jpvote.com/js/index.htm?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',1,,,,,,,,,,,,,
cmaaustralia.org/remax/index.htm,1,,,,,,,,,,,,,
efrem.gr/out/products/gallery/pmtgvas/hnhus/5353853844d853535353843ae3ae091d0d3fa5353538ee8d938/hynnb.htm,1,,,,,,,,,,,,,
www.wat-tech.com/js/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
phaomna.tk/,1,,,,,,,,,,,,,
www.cadastrandoprograma.com/,1,,,,,,,,,,,,,
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/aa871126d24d911224b55226784aea4e/5130684781013f90e625cdeef499d458/,1,,,,,,,,,,,,,
ouled-kenitra.com/webscr.php,1,,,,,,,,,,,,,
www.xdysb.com/lyb,1,,,,,,,,,,,,,
service-edfclients.com/zdf/le-groupe-edf-1.html/access-adress.php?Facture=1d00b56874e23bbb37b62d888d6e8c09_france/particulier-facturation/espace_abonnement/,1,,,,,,,,,,,,,
'www.rdrc.cn/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fawdeyfhus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1,,,,,,,,,,,,,
www.jcnnhs.com/js?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
paypalaccount.c0m.uk.ry4v1s2u3xo5t2c6v2kn3yy7c9h7u2v5u2ri6o3jbn4.x9u6v3dx2s5j9uk1xble4efc1m3dxk21k3v5iu95den4m39d1vovo.cers.com.au/update/webxscr.html?cmd=2615d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625t28d36121s1d872181b4787271eae61a2697b4da,1,,,,,,,,,,,,,
ok.eeus.asia/m=weblogin/loginform.html,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=rmqimnkus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=wueqpvnus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=wueqpvnus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=uajorjaus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=zfivpndus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.dgsryh.com/js?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.zgmmzzw.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.zbjlqm.com/diy/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.zonlin.com/images/?us.battle.net/login/en/?ref=ewysvkuus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
web.2fou.com/images/?us.battle.net/login/en/?ref=fbreyebus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pdu168.com/js/?us.battle.net/login/en/?ref=egkuxstus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.zgmmzzw.com/img/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
ykcmeals.com/js/,1,,,,,,,,,,,,,
pointwell.co.uk/paypal,1,,,,,,,,,,,,,
www.xlxn.net/js/?www.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
huaphone.net/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.zzjwhz.com/js/,1,,,,,,,,,,,,,
www.kf25zx.com/images/,1,,,,,,,,,,,,,
updateinformation.bankofamerica.com.ntamarine.com/home/wecall/lego.php,1,,,,,,,,,,,,,
118bm.com/images/?app=com-d3&amp;AA...,1,,,,,,,,,,,,,
'118bm.com/images/?app=com-d3&amp;\%A0...',1,,,,,,,,,,,,,
118bm.com/images/?app=com-d3&amp;...,1,,,,,,,,,,,,,
w-fatayerji.com.sa/security/,1,,,,,,,,,,,,,
us.battle.net-wow-d3-net.d3-wow-account.net/battle_net_account.php,1,,,,,,,,,,,,,
us.battle.net-wow-d3-net.d3-wow-account.net/battle_net_account.php?ref=https:/us.battle.net/account/management/index.xml&amp;app=bam,1,,,,,,,,,,,,,
url2it.com/sdio,1,,,,,,,,,,,,,
'www.balancero.com/Images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fdutkxfjus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1,,,,,,,,,,,,,
secure.runescape.com.ttus.asia/m=weblogin/loginform.html,1,,,,,,,,,,,,,
secure.runescape.com.ttus.asia/m=weblogin/index.htm,1,,,,,,,,,,,,,
us.battle.net.ttus.asia/login/en/,1,,,,,,,,,,,,,
us.battle.net.iius.asia/login/en/,1,,,,,,,,,,,,,
secure.runescape.com.iius.asia/m=weblogin/index.htm,1,,,,,,,,,,,,,
secure.runescape.com.iius.asia/m=weblogin/loginform.html,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=rvhmvlsus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
cdqzyc.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
bsgmall.com/9589347445/241250503/,1,,,,,,,,,,,,,
bsgmall.com/9589347445/745353769679/,1,,,,,,,,,,,,,
esxcc.com/js/index.htm?us.battle.net/login/en/?ref=ptoudkdus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.hkanson.com/images/?us.battle.net/login/en/?ref,1,,,,,,,,,,,,,
www.rerte.com.cn/js/index.htm?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
devon-holiday-accommodation.co.uk/paypal/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f8e263663d3faee8d1e83f46a36995b3856cef1e18897ad75b3d3c1b9d1532d9a26212579d812af01b3d3c1b9d1532d9a26212579d812af01,1,,,,,,,,,,,,,
shshide.com/js/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=ajqxzokus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.gswzmb.com/down/js?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=zuqytoius.battle.net/d3/en/index,1,,,,,,,,,,,,,
xlrz.xaiu.edu.cn/js/,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=tsbkuuqus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=awpxdbdus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=wsbrozwus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=hulyfcrus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=pxmuxznus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=dhdnohbus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=lmnksvbus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=rmqimnkus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=eubmvdaus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.kf25zx.com/images//,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=ewejmjwus.battle.net/d3/en/index,1,,,,,,,,,,,,,
devon-holiday-accommodation.co.uk/paypal/webscr.php,1,,,,,,,,,,,,,
bjcurio.com/js/index.htm?ref=zbbxhjcus.battle.net/d3/en/index,1,,,,,,,,,,,,,
wsanches.com/onlinehelp/google/gmail/gmail/next/new.htm,1,,,,,,,,,,,,,
tinyurl.com/ccjac6m,1,,,,,,,,,,,,,
www.qyjrgd.com/img/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=smxfhkhus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
longshu.com/images/?us.battle.net/login/en/?ref=tolzwftus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=hduxqqtus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=hgydxgbus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=uylwiqkus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=rpelawgus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=rgjzgkwus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=ilvamjnus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=idicetous.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
us.battle.net-d3-tw.account-eu.com/battle_net_account.php?ref=us.battle.net/account/management/index.xml&amp;app=bam,1,,,,,,,,,,,,,
'us.battle.net.ttus.asia/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=jrdpkwbus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=wsdudhxus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=tjurwptus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=ofsfjzaus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=oekdgbnus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=lrtziuaus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=lqyikfuus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=htqhusbus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=dkspsocus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=aorkakxus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
esxcc.com/js/index.htm?ref=whqospous.battle.net/d3/en/index,1,,,,,,,,,,,,,
freesteamgifts.antserve.net/nels1337/,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=fxfzkscus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=oukvlwcus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=odgperuus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=mqqaeukus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=mgoingtus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=lmtrymbus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=kbjkjnnus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?ref=hgttzjwus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=vqznmkeus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.jinxiuyuanlin.com/js?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
lyskyz.com/images/?ref=3D3D3D=,1,,,,,,,,,,,,,
www.sevkon.net/js/?ref=3D3D3D3D3Dus.=,1,,,,,,,,,,,,,
www.sevkon.net/js/?=,1,,,,,,,,,,,,,
www.laoxuetang.com/js/?ref=qfgleplus.battle.net/d3/en/index,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?ref=aiqysnkus.battle.net/d3/en/index,1,,,,,,,,,,,,,
secure.runescape.com.uuus.asia/m=weblogin/loginform.html?dest&amp;mod=www&amp;ssl=0,1,,,,,,,,,,,,,
www.ahdxgroup.cn/js/?us.battle.ne...,1,,,,,,,,,,,,,
ok.xxweb.asia/m=weblogin/loginform.html,1,,,,,,,,,,,,,
ok.vvweb.asia/m=weblogin/loginform.html,1,,,,,,,,,,,,,
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=fogghfxus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/b41d74219ffccd809735b33255b3461c/893123dff0c7859ca329a542df8885da/webscr.php,1,,,,,,,,,,,,,
bendcircuscenter.com/~blues857/paypal.com/cy/cgi-bin/webscr-cmd_login-submit_dispatch_5885d80a13c0db1f8e263663d3faee8d0b7e678a25d883d0fa72c947f193f8fd/,1,,,,,,,,,,,,,
qualidade-para-vida.p.ht/,1,,,,,,,,,,,,,
'www.szviko.com/Images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fvzqwlbaus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1,,,,,,,,,,,,,
'www.szviko.com/Images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Falqoyjaus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1,,,,,,,,,,,,,
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/b705cb9cd40aacc99491886f26d2f0e2/webscr.php,1,,,,,,,,,,,,,
shannuodianqi.com/img/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
sevkon.net/js/?ref=3D3D3D3D3Dus.battle.net/d3=,1,,,,,,,,,,,,,
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/53523aefca99f5572c3372a3b86af1b2/0c2817d1e5098bb6ff9db4d0afee383c/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc0,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=ipxzxtkus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.sevkon.net/js/?app=3D3D3Dcom-d3&amp;us.battle.net/login/=,1,,,,,,,,,,,,,
sevkon.net/js/?ref=3D3D3D3D3D3D3D3D3Dus.battle.=,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=ooxaspvus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=gppnuwous.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.clcatv.cn/images?amp;app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,,,,,,,,,,,,,
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/30e22299f8cd2f6f11cc6c2e4e6372c8/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc0,1,,,,,,,,,,,,,
bkcreations.net/sites/boa/signon.php?amp;cookiecheck=yes&amp;destination=nba/signin&amp;update=&amp;section=signinpage,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=nseqphqus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=wueqpvnus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?cmd=SignIn&amp;amp;co_partnerId=2&amp;amp;pUserId=&amp;amp;siteid=0&amp;amp;pageType=&amp;am,1,,,,,,,,,,,,,
sevkon.net/js/?ref=3D3D3D3D3D3Dus.battle.net/=,1,,,,,,,,,,,,,
www.sevkon.net/js/?app=3D3D3D3D3D3D3D3D3Dcom-d3&amp;us.battl=,1,,,,,,,,,,,,,
onejade.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=mxfchxpus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=lwxkmbjus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
sevkon.net/js/?ref=3Dus.battle.net/d3/en/=,1,,,,,,,,,,,,,
sevkon.net/js/?ref=3D3D3D3D3D3D3D3D3D3D3D3D3D3D=,1,,,,,,,,,,,,,
sevkon.net/js/?ref=3D3D3Dus.battle.net/d3/e=,1,,,,,,,,,,,,,
sevkon.net/js/?ref=3D3D3D3D3D3D3D3D3D3D3D3D3Dus=,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=lyzliotus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=autflgcus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=vuidbjwus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=eypszieus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=ampbfaous.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.sevkon.net/js/?app=3D3D3D3D3Dcom-d3&amp;us.battle.net/lo=,1,,,,,,,,,,,,,
www.sevkon.net/js/?app=3D3D3D3D3D3D3D3D3D3Dcom-d3&amp;us.bat=,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=eayffasus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=hzbcoicus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=vykjiweus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=vxwirheus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.zkwell.com.cn/js/?us.battle.net/login/en/?ref=lmtcxldus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=zhpyfhbus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=ribgxneus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=ogkdoagus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=dxiswcaus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
www.pls-print.com/images/index.htm?us.battle.net/login/en/?ref=zpktqhfus.battle.net/d3/en/index&amp;app=com-d3,1,,,,,,,,,,,,,
